Price,address,region,bds,ba,sqft 
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
"$690,000",5535 Mill House Rd,"Gulf Shores, AL",3,4,"3,572 "
"$278,250",2255 Wallace Cir,"Gulf Shores, AL",3,2,"1,470 "
"$449,000",3451 Ponce De Leon Ct,"Gulf Shores, AL",3,2,"1,872 "
"$499,000",1384 W Beach Blvd,"Gulf Shores, AL",4,3,"1,830 "
"$375,000",374 Bernard Ct W,"Gulf Shores, AL",3,2,"1,350 "
"$424,900",16317 Bon Bay Dr,"Gulf Shores, AL",4,3,"1,676 "
"$179,900",428 Palmetto Ct,"Gulf Shores, AL",3,2,"1,385 "
"$149,900",920 W Lagoon Ave #C-103,"Gulf Shores, AL",1,1,500 
"$229,000",1101 W Beach Blvd #105-A,"Gulf Shores, AL",2,2,640 
"$169,900",22289 Cotton Creek Dr #101,"Gulf Shores, AL",2,2,"1,400 "
"$334,000",7025 Rocky Road Loop,"Gulf Shores, AL",4,3,"2,307 "
"$179,900",112 W 8th Ave #5,"Gulf Shores, AL",2,2,"1,024 "
"$215,900",221 Howard Cir,"Gulf Shores, AL",4,3,"1,794 "
"$495,000",545 Plantation Rd #3,"Gulf Shores, AL",4,3,"2,751 "
"$269,900",572 E Beach Blvd #317,"Gulf Shores, AL",3,2,"1,008 "
"$354,900",427 E Beach Blvd,"Gulf Shores, AL",2,2,950 
"$2,195,000",583 Our Rd,"Gulf Shores, AL",9,10,"4,860 "
"$289,900",649 Cherokee Rd,"Gulf Shores, AL",2,2,960 
"$249,999",512 Birdie Cir,"Gulf Shores, AL",4,3,"1,832 "
"$278,000",631 Pinehurst Dr,"Gulf Shores, AL",3,2,"1,923 "
"$207,000",1988 W Beach Blvd #B-108,"Gulf Shores, AL",1,2,640 
"$445,900",2624 Arcadia St,"Gulf Shores, AL",4,3,"2,450 "
"$349,900",991 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,500 "
"$229,900",22160 Creek Rd,"Gulf Shores, AL",3,2,"1,944 "
"$425,000",934 W Lagoon Ave,"Gulf Shores, AL",3,2,"1,360 "
"$479,900",1506 Sandpiper Ln,"Gulf Shores, AL",4,3,"2,912 "
"$244,900",2581 Muscogee Rd,"Gulf Shores, AL",2,1,864 
"$365,000",3425 Ponce De Leon Ct,"Gulf Shores, AL",4,2,"1,200 "
"$299,999",507 W Beach Blvd #203,"Gulf Shores, AL",3,2,987 
"$213,500",400 Plantation Rd #4312,"Gulf Shores, AL",2,2,785 
